DATASET_BINARY
SEPARATOR COMMA
DATASET_LABEL,Inflammatory
COLOR,#070007
FIELD_LABELS,3969,11,12,18,416,3617,1059,676,214,4444,4577,4338
FIELD_COLORS,#ff0000,#ff0000,#ff0000,#ff0000,#ff0000,#ff0000,#0000ff,#0000ff,#0000ff,#0000ff,#0000ff,#0000ff
FIELD_SHAPES,1,2,4,5,1,2,4,5,1,2,4,5
LEGEND_TITLE,Functional_Cluster
LEGEND_SHAPES,1,2,4,5,1,2,4,5,1,2,4,5
LEGEND_COLORS,#ff0000,#ff0000,#ff0000,#ff0000,#ff0000,#ff0000,#0000ff,#0000ff,#0000ff,#0000ff,#0000ff,#0000ff
LEGEND_LABELS,3969,11,12,18,416,3617,1059,676,214,4444,4577,4338
DATA
msp_1553,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1478,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
msp_0107,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1
msp_2009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0852,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0816c,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0314,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1099c,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1204,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0464,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1
msp_0446c,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
msp_1829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1383c,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1057c,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0158,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0030,-1,-1,0,0,0,-1,0,-1,0,-1,-1,-1
msp_1271,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0181,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1
msp_1124,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0986,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
msp_1399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0480,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0233,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0959,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1582,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1559c,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1861,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
msp_1449,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0963c,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
msp_0171,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1
msp_1548,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0182,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
msp_0122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0618,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1
msp_0143,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1819,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1
msp_1005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0662,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
msp_1356,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1617,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1
msp_0323,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1
msp_0396,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
msp_0785,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
msp_0843,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
msp_0475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1041,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
msp_1463,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1
msp_0905c,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0219,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1491,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
msp_1567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0218,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1090,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1092,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1
msp_0476,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0489,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1
msp_1921,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
