DATASET_BINARY
SEPARATOR COMMA
DATASET_LABEL,Cancer
COLOR,#070007
FIELD_LABELS,12,3607,536,1594,63,630,3977,2957,3064,3625,1174,903
FIELD_COLORS,#ff0000,#ff0000,#ff0000,#ff0000,#ff0000,#ff0000,#0000ff,#0000ff,#0000ff,#0000ff,#0000ff,#0000ff
FIELD_SHAPES,1,2,4,5,1,2,4,5,1,2,4,5
LEGEND_TITLE,Functional_Cluster
LEGEND_SHAPES,1,2,4,5,1,2,4,5,1,2,4,5
LEGEND_COLORS,#ff0000,#ff0000,#ff0000,#ff0000,#ff0000,#ff0000,#0000ff,#0000ff,#0000ff,#0000ff,#0000ff,#0000ff
LEGEND_LABELS,12,3607,536,1594,63,630,3977,2957,3064,3625,1174,903
DATA
msp_1553,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1478,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1
msp_0107,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
msp_2009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0852,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_1303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0816c,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_1117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1127,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0,-1
msp_0314,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1099c,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
msp_0064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0464,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1
msp_0446c,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_1829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1383c,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
msp_1424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1991,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
msp_1057c,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0158,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
msp_0030,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1
msp_1271,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0181,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1
msp_1124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0986,1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1
msp_1399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_0480,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
msp_0233,0,0,-1,-1,-1,-1,-1,0,0,-1,0,-1
msp_0310,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1
msp_0959,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1582,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_1559c,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
msp_1449,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0963c,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_0171,0,-1,0,-1,-1,0,-1,-1,-1,-1,0,0
msp_1548,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1
msp_0182,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1
msp_0122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_1146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_1340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_0618,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0143,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1
msp_1819,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
msp_1005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0662,0,0,-1,-1,-1,-1,-1,-1,0,-1,0,0
msp_1356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_0323,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
msp_0396,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
msp_0785,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_0843,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_1041,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_1463,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
msp_0905c,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0803,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
msp_0219,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_1491,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
msp_0218,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
msp_1090,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1092,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
msp_0476,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1
msp_1003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0489,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0
msp_1921,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0898,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1
msp_0127,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
msp_1339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
msp_0286,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
msp_0979,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
msp_0936c,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_0245,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0
msp_1588,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
msp_0435,0,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1
msp_1538,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0745,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1
msp_0450,0,0,-1,0,-1,-1,-1,-1,0,-1,-1,-1
msp_0691,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_1053,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0374,1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1
msp_1063c,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_1162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0238,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1
msp_0621,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
msp_0205,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0174,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1
msp_1638,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
msp_0513,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
msp_0165,0,-1,0,0,-1,0,-1,-1,-1,0,0,-1
msp_0935,0,0,-1,-1,-1,-1,-1,-1,0,-1,0,0
msp_0052,0,0,0,-1,-1,0,-1,-1,1,-1,1,1
msp_0244,0,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1
msp_0424,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
msp_0113,0,-1,-1,-1,-1,0,-1,-1,1,-1,1,1
msp_2209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_0787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0674,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1
msp_0600c,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1842,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_0827,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_0931,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
msp_0403,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
msp_1034,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
msp_0518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_1182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0918,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
msp_0381,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
msp_0688,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0953,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
msp_0749,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1
