gp CRC adenoma NAFLD CD PD IGT T2D GDM UC ACVD LC RA atherosclerosis T1D "acute diarrhea" VKH SPA ME_CFS melanoma BD NSCLC RCC "small adenoma" "large adenoma" "advanced adenoma"
msp_0023 0.1801197315449838 -0.0017211297519757634 -0.08320645708734775 -0.005453078222016988 0.0001260293953295722 -0.032069870410735106 0.08846692719099346 -0.0101947792263482 -0.010004685170375236 -0.061066652586220835 0.07999063279192273 0.006783119656797179 -0.007756323563268011 -0.01959377417373384 0.00499206349206349 0.02434731949492375 -0.0008976502746133081 -0.006389278692786502 -0.02127810490707196 0.01273412793180392 0.13466389365962617 0.04816913388526114 0.004627125721420865 -0.0024861517679564587 -0.07404190044360368
msp_0003 -0.019392520388454466 -0.050668367990048556 -0.03559636907779388 0.006319530553486348 0.017475727381301688 -0.024375617518249227 -0.042587233349202475 -0.0044170763432310675 -0.009684054655022409 -0.031217475594013222 0.027440862836684277 -0.022238524828872196 0.004189523393273394 0.0023071418847334015 0.007266666666666671 0.009541516034914287 0.008697718550245507 0.0391621475434551 -0.010558733472207912 0.010121252956854152 0.10241276001973015 0.006906371844809914 0.003538779375591219 0.03228378027277923 0.04285803487820591
msp_0043 0.10763685895647555 -0.011146066326563524 -0.052278002165193994 0.008355756370921844 0.020025306468945847 0.0045518343264686 -0.00835435741856058 -0.046542612095101146 0.0014150733956682596 0.027338343436007814 -0.02102055314405966 0.016830503540644234 -0.0069786621557454895 0.009611415292440773 -0.005625793650793652 0.10414285583985804 -0.011630939225435462 -0.002417970716943397 -0.021194670751274156 -0.0010374857403004107 -0.0033641034460253263 0.002153309413556661 0.007995462310330263 0.00020444289044289075 0.0045834636692506535
msp_0035 0.28396366904712944 0.018424483487157563 -0.14172035555916646 -0.023265755318678537 0.05202364841888664 0.0005201406591736335 -0.04407249263876311 0.0018366211182757677 -0.013087760282394112 0.0722945679439338 -0.019157123600250715 0.03145300390720092 -0.0034133807550474193 0.07043938826502086 -0.011805779220779222 0.16795222136012256 0.024563355863700342 0.0436033702183746 0.0065192052619494414 -0.00790342747509353 -0.1391345568658649 0.06304335854300078 0.03990009439561516 0.04379871648819017 -0.0029374231637368403
msp_0036 -0.1544469729161822 -0.0034815949622788965 -0.028856338304457503 -0.0007052109512603646 -0.0005590059953487719 0.0073590272606784335 -0.004691851159750291 -0.006217587946761207 0.02387111725836179 0.03136463387926049 -0.21460912254064646 -0.04659167925115479 -0.00048609276525942943 0.005007845890544482 -0.010527531080031093 -0.04058547199967609 -0.012273088707933113 0.003392309287743286 -0.0007781980496737111 0.008289442160011363 -0.052385214579230295 -0.05393027730566948 0.021943410658372912 -0.00517998927471452 -0.004959329768275245
msp_0019 0.036214268516843263 -0.016134991535415453 0.01735297228820817 -0.009196482561215929 0.0044596863622063535 0.009090681591543578 -0.05813775153039528 0.016761022540077903 0.0068141266342710794 0.03267753924803678 -0.06752397025319139 -0.0006383634226461337 -0.032266943992221755 -0.0048850367265872875 0.00032136363636363547 0.0014634221377553037 -0.009453470730835122 0.0037765782514295175 -0.0008923963918247985 0.014790455443820894 -0.033114125876419015 0.001826788653804453 -0.00891073486439465 -0.00017869847571719928 -0.009917399617099566
msp_0010 0.030913411286562095 0.022018632400134294 -0.041302984427649986 -0.005959403190769947 0.0012457284261302892 0.0009609557333557003 -0.050522167596608825 -0.0010116141574474896 -0.007731678212365315 -0.010277092163371969 0.03164191543861871 0.030900636298120336 0.002554673721340389 0.021402616044074032 0.0 -0.00688926807328841 0.020103558927413317 0.14480969468489474 -0.005104156382246852 -0.008276381133041742 -0.04049347242724408 -0.0607136318815065 -0.0042167922559915765 0.0005149328276720577 -0.07706082094975192
msp_0008 0.016206338713990655 -0.03733658248610608 -0.010974828138949884 -0.006347100728613609 0.010769024975064719 -0.008736037919712515 -0.24083992127012918 0.018833738854671773 -0.002193548387096774 -0.01582948474438864 0.01460262483125783 0.01997911734753612 -0.003335978835978836 -0.016800545118297035 0.0 0.012579131858485153 -0.03258028040401862 0.014645050420497513 -0.007600999576888396 -0.00926580704349258 -0.00904720855991403 0.013383552275979123 -0.002828669939916261 0.0022425959582109307 -0.018879859004950764
msp_0040 0.1808399755026605 0.01689535134915778 0.048290928658787355 -0.011860282246133336 -0.010252158498128463 -0.03183146325410946 0.02988892192947056 0.014351662028802947 -0.02167132441075026 0.014090921305148427 0.03312396737791577 0.023859665075747043 0.009836948853615518 0.002938620806162109 -0.0652152625152625 0.0464311428303241 -0.030800761638253595 -0.005802022519395545 -0.020741135725568974 0.00084746613345232 0.0013074938500771565 -0.04099655908902132 -0.022039674048413525 -0.001052572676912198 -0.021092596280006797
msp_0007 0.42331321306893277 -0.0010972064287055035 0.24043770446884172 0.015410854703822146 0.009124826325857281 -0.01587119116652536 -0.2031636197966988 0.05309707323931066 -0.023882935238542853 -0.10322051166407382 0.04634105564439132 0.021435761577125147 -0.012522314927870483 -0.038339796810804266 0.0 -0.06995233702563772 -0.0014917954827576869 -0.08111306898503162 0.014309349335321195 -0.023298836716950225 0.0031643228500973565 -0.006926139826196923 -0.04622054856789662 -0.014699993777092938 0.009398923348228604
msp_0016 -0.005332613737957601 -0.028908743568842165 -0.06533467510418678 0.014412907235650288 -0.03027425432077282 -0.013999991908699981 -0.09623145162692362 -0.010262926830497487 0.00018560805006264704 0.0980310593327702 -0.11940000140372194 -0.04869402776575492 -0.005289225589225589 -0.08881987663911371 -0.012272222222222223 0.03224115153218443 -0.25747810382593417 0.012370612624160456 -0.01767112013563426 -0.009477825683123466 -0.1650408769706377 -0.030829790367300127 0.0066281515385264375 7.333591832428977e-06 0.00486614942268485
msp_0101 -0.019970379362511167 -0.0049378919811314545 -0.012914324004789307 0.0 0.0 0.0 0.006552011034719718 0.0 0.0 0.006320157450393224 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0015360360497830416 0.0 0.006190992919221156 0.02114398279042417 0.001229853311081768
msp_0187 0.008858260455540274 0.0029745020403555552 0.001894232917680088 0.0 0.0 0.0027858738782728246 -0.00861428111049311 0.0 0.0 0.0 0.0 0.0 0.0 0.019837389394700644 0.0 0.0 0.0 0.0 0.005023208567164544 0.0 0.016175093160795028 0.05924697964140052 0.0038421608174687926 0.005841263145236826 0.0
msp_0031 0.2223311364201025 0.005582500208717801 0.24989870499661923 0.02705082309436748 -0.08610859121641481 0.04459055839804853 -0.04643239099161444 -0.017505020213321242 0.044057375477235226 0.020733474978262986 -0.03935287897168967 0.11262704471451336 0.055954443132741685 -0.09792017332435576 0.014159191919191925 0.021408667616074364 0.025634542019074124 -0.019794215641203115 -0.021018849907987303 0.016430811075072736 0.01407462069876661 -0.08702117121882949 -0.03463604502768366 0.024463745566102858 -0.041602534716726015
msp_0011 0.0423954583347256 0.1177576324711552 -0.07158042334734073 -0.02045505699830145 -7.831548821156712e-05 -0.004749716744175356 0.16185375502035873 0.002775452764346029 0.007220587050826047 0.01692725873506424 0.07750968741311597 0.02399667136327416 0.004787740459129346 -0.016895889565020854 0.015378042328042338 -0.0014746252567887242 -0.16179806578804048 0.004272847810350802 -0.0021851344169091015 -0.019572453706488045 0.10886139478376608 0.08257780294352562 0.005416433542209073 -0.0017887112390247068 -0.0026858948074016445
msp_0046 0.005467644645443527 0.0342098998929061 0.030298827550838917 -0.007213544995002163 0.01773184710916779 -0.0024688823223585755 -0.021197564551849533 -0.026698803380068137 0.015429878980144269 -0.013335434275266116 -0.1050547980022361 0.04961576250281199 -0.00034018994380105973 0.009242348505139034 0.024585481802148486 0.011870524676397827 0.06642746956868094 0.029706931514861 0.004176543490593942 -0.006507773805597784 -0.03650872383292471 -0.0013610974101664064 0.021189982369939915 0.0011562814867952182 -0.09844729277003395
msp_0069 -0.050650853519126016 0.0650512955863655 -0.0951643998213941 0.036307268395026335 0.005179083667827952 -0.05182715682487307 -0.2300720746269385 0.0071849328144761165 0.003272176450241693 0.142297534081854 0.28438469788879045 -0.01778934109805499 0.01608910034410034 0.025304892848059438 0.03745880431297098 -0.04866783034166537 0.26014303152540585 -0.023280285449184 0.0019510324495059187 0.009765412928763142 0.12136239361638565 -0.005375055506811922 -0.011703796016011994 0.0031372168584339628 -0.14052350114832754
msp_0021 0.17340341901030065 -0.060775012068390824 -0.03596922901485498 -0.008083788497535778 -0.004593608169077888 0.006688078197628124 -0.03203745000741452 -0.0017446683280061344 -0.019174939316249796 0.08606328097204874 0.020597789048122265 -0.07588452356454511 0.0015555555555555542 -0.014439250648986409 0.0008777777777777781 0.010793226009046137 -0.03796407869713193 -0.0021651983628107165 -0.004006520988755517 0.0005289400166027964 -0.045703357100603165 -0.10080129879878894 -0.02799959783274099 -0.00842272534540336 -0.017048414670351966
msp_0059 0.03230428244497584 0.0018140733711222282 0.07188169895290693 -0.021650349365751106 0.014279497625771725 0.006932018947565573 -0.11467062791968106 -0.00425506740654233 0.004302830041245416 -0.05354379762868653 -0.04004413441428771 -0.020756654594735923 -0.012817897855745075 -0.013664851904761624 -0.007 -0.009327990946398605 0.0025795605274118246 0.0012828446856939157 -0.0008133793485591938 -0.006125579373765655 -0.029263448105521665 -0.08777599543916076 -0.021601319555880096 -0.005076815580360472 -0.04042767180619222
msp_0263 -0.05051496011110152 -0.02623375768686881 -0.009236004429404136 0.06980077307584787 -0.0035555204492403437 -0.010369004708909653 0.02571652292517404 0.02849232216184095 -0.14837882531031016 0.09606369583913515 -0.13567821201503025 -0.03358231400371592 0.010189189514189515 0.013877847510812493 -0.009658803418803421 0.03363660173563255 0.024393755834294924 -0.14492093037095136 -0.05722096675142782 -0.01567864959225447 -0.19754520164549003 -0.07388881695681754 0.016742027261194194 -0.0005396355112609023 0.009095982569253052
msp_0166 -0.0588727004713171 -0.04865536493887378 -0.09242034950436963 0.05152532922602301 0.006839705624847629 -0.009218594582830995 0.05507548326672836 0.03478997195753468 -0.01920414163409304 -0.03652749400783029 -0.04313423496837151 -0.05685267929334347 -0.013908988850655514 0.014470559288220115 -0.008472277259777256 -0.03816285310319523 0.039362273120201616 -0.12003373387064462 0.011345715780427056 0.08241970377457798 -0.0028403902645087135 0.0058764203619319 -0.0005807262120440422 0.015874296796468047 -0.05268698748554045
msp_0138 0.22828980890493086 0.015627456649711977 -0.1581232101886664 0.008698490199558333 -0.026063160853602812 -0.060451839106130244 0.1421147966309521 0.003713428523857261 -0.010559146271270652 -0.026665911314770134 0.06411680109556687 -0.06895679207390254 -0.013900474987974983 -0.01577205927102903 -0.004682424242424244 0.005871461038950234 0.07063900698166406 -0.03317329558060217 0.0061639143101477264 -0.004282563036671831 -0.054995266326407485 0.032320681174122276 -0.03582042291300282 -0.0005900128207848847 0.014097122492234139
msp_0110 -0.11738140373182995 0.14850214037237072 -0.025204970121823104 -0.03348861684281935 0.007779758183880955 -0.000865757885092694 0.08689286228005381 -0.01816711230708388 -0.015824200503430964 0.0014088213283485727 0.020149726867175435 -0.025767314718659794 5.05027380027382e-05 -0.02123873891594253 0.013143097643097635 -0.11396329205077713 0.09620251807668997 0.04367184657880623 0.009707076883953981 0.0011997125543791662 0.003111504419392844 0.15526471668812872 -0.0025302337149411386 0.005452035285842109 0.0037632371254518846
msp_0112 -0.04564867746804771 -0.008556828996190225 0.00732368118261249 0.0 0.0 0.00839001155348376 -0.0011549526333197134 0.0007482316903369556 -0.000937918661102885 -0.0018481090493279954 0.004746522089896365 0.0044981816280273935 0.003603899588066255 0.012307115816094037 -0.0014249999999999998 0.0 -0.007490465681176008 0.0 0.04056144230486157 0.0 -0.0006950588336487278 -0.0035633770207177512 -0.0003775933294036727 -0.000551695055126427 0.0
msp_0141 0.16933853805200813 -0.021404110723365607 0.03494243847737289 0.02162403882512449 0.010378584166762437 0.11691581478611549 -0.012177986313879651 0.002818238547294758 0.016002584091467147 -0.00048317428970381726 -0.02090371293385821 0.018093380731529524 -0.006761643603310272 0.09873953819160658 -0.002666666666666666 -0.09873108074321085 -0.07160941994233268 0.01268981815602421 0.03841281858460252 0.014035009596294609 -0.01342501508236939 0.008292324410338161 0.035216080219246916 0.0023963328969010787 0.023134834455547548
msp_0436 -1.1762069932785193 -0.021260546161548596 -0.03296725246966807 0.12081337332183195 0.01567049327137777 -0.015160160814961885 0.034763362632734905 0.0189915405762981 -0.014784110124822971 -0.056958796247136734 -0.025177104833877063 -0.003814858651379508 -0.00428605499438833 -0.002253185746334159 -0.002273524130190797 0.09795256263984223 -0.04779435001080828 -0.04360581603883256 0.26232069973368316 0.05295250155368728 -0.007694506773329459 0.013997945689329631 -0.004765251819056087 0.014868582590908787 -0.030520752362155564
msp_1038 -0.0026305526267515144 -0.002352043406066368 -0.005218950448560934 0.010913710190803224 0.0025801552055463553 0.004302250748110949 0.202935584435683 0.0 -0.0015501792114695338 0.008513129979598529 0.007107395457877723 0.010714454320294726 0.0038641096866096833 0.005220643369051715 0.0 0.0 -0.00018227454199760577 -0.0011008547008547012 -0.006495940445454509 0.0 -0.008280069844503557 -0.003140094471324928 -0.028055987989334244 0.0 -0.007899073057318092
msp_0189 -0.08127502408451127 0.012757883246452406 -0.053506286326865764 -0.0014986815867491132 0.00102173519413133 -0.013763016537284534 0.05332672745508375 -0.03951045216649702 -0.0167588762061838 -0.002152472859508214 0.0475919982843157 -0.03354969199920212 0.0 0.0004939715490283386 0.0 -0.01205402852405998 0.039988848194831755 0.012994507007301362 0.00503910870755937 0.006228754273780695 -0.010955456265671954 -0.013186648226204377 -0.014107769054715846 -0.000665130019082224 0.0017940676237301989
msp_0052 0.07166327675647015 -0.018009164802104047 0.10065898279001892 -0.015650297117980473 0.0 0.008906343621959092 0.01513000762980834 -0.0007395575419297792 -0.007177641642949921 -0.018970735870382806 -0.09414131341440873 0.003331634776135714 -0.0024745726495726495 -0.007374397371613072 0.0 -0.011391644686009105 -0.016482167090430645 0.027465112544025238 0.03861041738053468 0.0025064409776916095 0.03810690177864902 -0.019189121298584886 -0.005235977883414946 -0.012121665747106923 0.009878525221542403
msp_0142 -0.030033048377185973 -0.0396525440443892 0.03270540083472876 0.010148307647061329 -0.023386215552492075 0.07886912653097242 0.04240993067520342 0.002001818185671929 0.016249056943935664 -0.02167066310734296 -0.005545899916443965 -0.004129643201450621 0.0021271464646464653 0.0016033649629496008 -0.007066666666666665 0.009270405457902286 -0.03643240678824945 0.005751545260364328 -0.009410749281908364 0.01559478758024944 -0.014621151723886497 -0.02989594498239873 0.02564293250000447 -0.008927460664335666 0.02198000049886558
msp_0722 0.059224399975859626 -0.02808567342385054 -0.05618239683651735 0.00404917605121012 0.008579380886898127 0.03036220889731797 0.012940503968767544 0.031808261968011134 -0.0056680958343727165 0.0045595386087747755 0.006603670818332643 -0.036393814476859104 0.0032208694597583177 -0.01839105726071713 -0.008425974025974028 -0.03335391006425405 -0.06527374000666998 -0.03972536418475254 0.00794091694922075 0.03912331371280969 -0.024899948235854126 0.004595672012755982 0.02376869144498058 0.0025365319865319875 -0.0024454376823361307
msp_0076 -0.34686864879072576 0.04908420432584945 0.2837792339681962 -0.004464631960940917 -0.00752990420571297 -0.043863052690810686 -0.04813643815483725 0.014996671173367613 0.010893439076806243 -0.04889768111264852 0.005296958679923906 -0.014302178216729855 -0.03605996706482819 0.2305444147645678 0.008114197530864233 0.16077608419101802 -0.009483365726515721 -0.0029852981055526677 0.1484930760698812 0.06708666594683932 0.002096514869227124 -0.11236649877874033 -0.00647723421195154 -0.009217827505754613 -0.2998636603978921
msp_1070 -0.017554375704345843 0.0 0.0 0.0 0.0016646123086915946 0.0 0.0 0.0 0.0 -0.009288069311633009 0.015632631507239644 0.06800039644050061 0.0 0.005884263947392658 0.0 0.0 0.0 0.0 0.001940398428731762 0.0 0.010106675713278158 0.03935899912930077 0.0 0.0 0.0
msp_0769 -0.006111566970835357 0.013900803348643504 -0.028837532555348183 0.0003177426617745041 -0.008050967216118457 0.015292580387508012 -0.0211117930918693 -0.005551477372133745 -0.03186679514321991 -0.10273642244899836 -0.03261779823072438 -0.05869055228076153 -0.0002675264550264548 -0.01612408271319901 -0.030311803751803756 0.01706258176681766 0.06941647284647112 -0.01596729831400398 -0.021876731980662714 0.012752233875521582 -0.018732652423513754 -0.021729713458983686 0.015345148318823235 0.017038104220341063 0.08523048775207807
msp_0151 -0.05857553992621975 -0.014234304368757132 -0.005720277436745903 0.003361248031470904 0.003337114449180555 -0.011932793431690654 -0.009966084229286942 0.0058818613236261376 -0.004246856542211711 -0.012779398434315465 0.046377329650121264 -0.0987932660084185 -0.003530046188379522 0.007860489342481047 -0.0037266666666666663 0.0032584100536453965 -0.03589542254622979 0.003354804814291607 -0.00800025611687487 -0.004707085510764907 0.08952469212264752 -0.056329482116764196 0.0018488441558599852 -0.009187895407357129 0.0007403812447334991
msp_0128 -0.08057114036159892 0.02914267471112429 0.024607169967493663 -0.00692934049904518 0.0016520102342201344 0.007821104016987 0.11619140392219549 -0.0025232668566001902 -0.0006079751268690553 -0.017144270732440424 0.042954169454959217 0.0041079173902263824 0.002809539842873175 -0.0012821524226577859 0.001262962962962963 0.01914385924564596 0.04358511565893555 0.0037903886391229746 0.0015616393072526446 -0.004393371072146261 0.04415235267855527 0.07999913279096926 0.0008644406846057542 0.004185254329004329 0.0007254701961228265
msp_0206 0.3997979320323947 -0.14966263373650107 -0.03572813744541047 0.008405921748946542 -0.02155154406652182 0.0 -0.005753413296645037 0.003446559746010832 -0.007903444596054961 0.05063316546352977 -0.04618945230203077 -0.002562550929756005 -0.0036800010688899576 -0.009599142653903662 0.0 -0.006019311388254548 -0.027762062450348145 -0.022583589895838765 -0.0026475659873400367 0.0 0.005304855718723047 -0.004948981446964022 0.06402712534932538 0.005928317608760194 -0.004544269506018553
msp_0130 0.04435181001708683 0.009248619751976142 0.015061457965107857 0.0019204979736066454 0.04167975426903507 -0.0012421034083737873 -0.011350063452738113 0.0 0.0 0.06555235448408063 0.009033235319385964 -0.06876676065108644 -0.0002876953293619954 0.018400323383442874 0.0 -0.007200828153892038 -0.02444135113599111 -0.003688351589691014 -0.005390281426535336 -0.000752033524664825 0.08027947116436196 0.047187244363755 0.0012496637196545272 0.0008348409146674704 -0.004398362604987983
