,NW,W
msp_0347,-0.4805727919584445,0.280334128642426
msp_0348,0.6182309699287624,-0.36063473245844474
msp_0349,-0.3007442780103941,0.1754341621727298
msp_0350,-0.3932093882564041,0.2293721431495691
msp_0351,-0.529863430328287,0.3090870010248342
msp_0352,0.32234637833445046,-0.18803538736176287
msp_0353,-0.5023320541107463,0.293027031564602
msp_0354,0.5764022363508818,-0.3362346378713477
msp_0355,-0.40160540625685887,0.2342698203165011
msp_0356,-0.5879456752492673,0.3429683105620725
msp_0357,-0.8942350144376146,0.5216370917552751
msp_0358,-0.626426945189972,0.3654157180274835
msp_0359,0.44877208167594607,-0.26178371431096853
msp_0360,-0.7344503395559666,0.428429364740981
msp_0361,0.9225508137631557,-0.5381546413618408
msp_0362,-0.5318861468202232,0.31026691897846365
msp_0363,-0.10769731858870638,0.06282343584341202
msp_0364,-0.580973165408648,0.33890101315504434
msp_0365,-0.7595672252255821,0.4430808813815896
msp_0366,0.3622184203482592,-0.21129407853648444
msp_0367,0.43066741298260663,-0.2512226575731871
msp_0368c,-0.2711752876827318,0.15818558448159362
msp_0369,0.2103102930111421,-0.12268100425649964
msp_0370,-0.847536519407141,0.49439630298749915
msp_0371,0.6459177365664532,-0.3767853463304312
msp_0372,-0.6465492415883379,0.3771537242598639
msp_0373,0.7850446737030529,-0.45794272632678085
msp_0374,-0.5505723539397912,0.32116720646487823
msp_0375,-0.7681215626281471,0.4480709115330854
msp_0376,-0.22996406906712957,0.13414570695582553
msp_0377,-0.4383453297156983,0.2557014423341574
msp_0378,-0.7866486866097111,0.4588784005223314
msp_0379,-0.7662186947432508,0.4469609052668964
msp_0380,-0.6090302804333164,0.3552676635861011
msp_0381,0.18931676413878645,-0.11043477908095906
msp_0382,-0.6829209730431148,0.3983705676084836
msp_0383,0.3141217915431102,-0.18323771173348105
msp_0384,-0.4680292526744925,0.27301706406012066
msp_0385,-0.6242784251373974,0.3641624146634818
msp_0386,-0.48729949230581593,0.28425803717839254
msp_0387,0.5583797855109618,-0.32572154154806104
msp_0388,-0.2742699733116765,0.15999081776514468
msp_0389,-0.5694558727913155,0.3321825924616007
msp_0390,-0.28569630429870385,0.16665617750757725
msp_0391,-0.6402359295163258,0.37347095888452325
msp_0392,0.3353890105398629,-0.19564358948158664
msp_0393,0.08420697453913009,-0.04912073514782583
msp_0394,-0.35592572880100454,0.20762334180058603
msp_0395,0.6500432564339466,-0.3791918995864689
msp_0396,-0.48200439576208304,0.2811692308612152
msp_0397,-0.35676087586487004,0.20811051092117414
msp_0398,0.09540182794580933,-0.05565106630172217
msp_0399,0.49562128037048375,-0.2891124135494486
msp_0400,-0.5964112373280743,0.3479065551080434
msp_0401,-0.7433005545759676,0.43359199016931443
msp_0402,-0.695557423662209,0.40574183046962187
msp_0403,-0.26136474265185183,0.1524627665469136
msp_0404,-0.2505139119621812,0.14613311531127246
msp_0405,-0.5866296455701407,0.34220062658258227
msp_0406,-0.28978060275101697,0.1690386849380933
msp_0407,-0.024996354555537798,0.014581206824063683
msp_0408,-0.258149221064042,0.15058704562069114
msp_0409,-0.27132387959487053,0.1582722630970078
msp_0410,-0.5788185555751489,0.33764415741883685
msp_0411,-0.5480915225512938,0.3197200548215882
msp_0412,-0.7487074770539023,0.436746028281443
msp_0413,-0.3854299195682454,0.22483411974814324
msp_0414,0.609892375444266,-0.3557705523424885
msp_0415,-0.2990542513687912,0.17444831329846158
msp_0416,0.719957285198518,-0.41997508303246905
msp_0417,-0.5904267089691099,0.34441558023198066
msp_0418,0.40816017656380776,-0.2380934363288877
msp_0419,-0.20204187190563758,0.117857758611622
msp_0420,0.8692837960238391,-0.5070822143472397
msp_0421,-0.6419993674622261,0.37449963101963196
msp_0422,0.19060764896738489,-0.11118779523097451
msp_0423,-0.5980192468890546,0.3488445606852821
msp_0424,0.03050880223898538,-0.017796801306074878
msp_0425,-0.8746797573262028,0.510229858440285
msp_0426,1.1104512276617235,-0.6477632161360054
msp_0427,0.521999097309812,-0.3044994734307236
msp_0428,-0.4175618113451592,0.24357772328467617
msp_0429,-0.6275351709431402,0.3660621830501651
msp_0430,-0.516131620508061,0.3010767786297023
msp_0431,-0.6779937642535391,0.39549636248123127
msp_0432,-0.4493288718252216,0.26210850856471263
msp_0433,0.3859951594715382,-0.22516384302506395
msp_0434,-0.3568279773816205,0.20814965347261194
msp_0435,-0.7877140340399631,0.4594998531899785
msp_0436,-0.6907318255856717,0.40292689825830913
msp_0437c,-0.2679070351832519,0.15627910385689706
msp_0438,-0.3006473417395147,0.17537761601471694
msp_0439,-0.45120795690457394,0.26320464152766815
msp_0440,-0.6183394601021449,0.360698018392918
msp_0441,0.5347537072440172,-0.31193966255901
msp_0442,-0.7423065879637962,0.43301217631221456
msp_0443,-0.15061517044369827,0.08785884942549078
msp_0444,0.49756480593032354,-0.2902461367926888
msp_0445,-0.49352104065065566,0.28788727371288236
msp_0446c,-0.5218040593907036,0.3043857013112437
msp_0447,0.5139408437603773,-0.29979882552688664
msp_0448,-0.8592315823160087,0.5012184230176718
msp_0449,-0.5701247295144666,0.33257275888343857
msp_0450,0.39186691006851415,-0.22858903087330004
msp_0451,0.8134617790564149,-0.4745193711162421
msp_0452,0.7662625556846644,-0.4469864908160539
msp_0453,0.5394743479609205,-0.31469336964387024
msp_0454,0.4361451033381613,-0.2544179769472607
msp_0455,-0.6299889228989356,0.3674935383577122
msp_0456,0.313365066458628,-0.18279628876753298
msp_0457,0.26804868454875846,-0.15636173265344264
msp_0458,0.5006023464481367,-0.2920180354280797
msp_0459,0.45869272961996177,-0.2675707589449778
msp_0460,-0.4249555960108488,0.2478907643396616
msp_0461,0.7431980506819483,-0.4335321962311363
msp_0462,-0.8680725487529519,0.5063756534392218
msp_0463,-0.7126713551245765,0.41572495715600316
msp_0464,-0.008569467890917106,0.004998856269701664
msp_0465,-0.3074756585809063,0.17936080083886186
msp_0466,0.369863532883218,-0.21575372751521038
msp_0467,-0.6836260943974583,0.3987818883985172
msp_0468,-0.8944467336315006,0.521760594618376
msp_0469c,-0.440341658967355,0.2568659677309571
msp_0470,-0.3314127395495859,0.19332409807059184
msp_0471,-0.9428085456760067,0.5499716516443374
msp_0472,-0.5166238576207763,0.30136391694545295
msp_0473c,0.27764486660014315,-0.16195950551675
msp_0474,-0.13532389823478108,0.07893894063695574
msp_0475,-0.656910135610928,0.38319757910637464
msp_0476,-0.44833788884544173,0.2615304351598412
msp_0477,-0.4707739140086485,0.2746181165050453
msp_0478,-0.9020275663139631,0.5261827470164785
msp_0479,-0.7375261077898673,0.4302235628774225
msp_0480,0.8653292933577764,-0.5047754211253695
msp_0481,0.1925481566171253,-0.1123197580266563
msp_0482,0.4451186014175645,-0.25965251749357937
msp_0483,-0.06862032239827173,0.04002852139899187
msp_0484,0.3647249996621685,-0.21275624980293117
msp_0485,-0.3883056798168924,0.22651164655985398
msp_0486,0.35306535574212244,-0.20595479084957177
msp_0487,-0.8588844596900891,0.5010159348192186
msp_0488,0.19564551794910337,-0.11412655213697705
msp_0489,-0.24347122462297133,0.14202488103006664
msp_0490,0.21314404984929444,-0.12433402907875486
msp_0491,0.526096634125019,-0.30688970323959447
msp_0492,-0.6147891219360784,0.3586269877960457
msp_0493,0.6318292943761337,-0.3685670883860779
msp_0494,0.4788030377591695,-0.2793017720261823
msp_0495,-0.37427351664186137,0.21832621804108576
msp_0496,0.4073880897723911,-0.23764305236722824
msp_0497,-0.3122038917074335,0.18211893682933625
msp_0498,0.8709230374404614,-0.5080384385069359
msp_0499,0.6614678263217874,-0.38585623202104286
msp_0500,-0.7441927682386554,0.43411244813921573
msp_0501,0.33445874606266024,-0.1951009352032185
msp_0502,-0.510176444113512,0.2976029257328821
msp_0503,0.0033265080921650115,-0.0019404630537628632
msp_0504,0.8102491271850484,-0.4726453241912784
msp_0505,-0.4661046268573853,0.2718943656668082
msp_0506,-0.13647652587740788,0.07961130676182117
msp_0507,-0.6918447234075161,0.40357608865438444
msp_0508,0.7742181931476068,-0.45162727933610397
msp_0509,-0.6524316443229072,0.380585125855029
msp_0510,-0.7866472470648506,0.4588775607878295
msp_0511,0.6372646767883605,-0.37173772812654376
msp_0512,-0.44080555390150994,0.2571365731092143
msp_0513,0.6913489613134421,-0.40328689409950796
msp_0514,0.43803228103608405,-0.25551883060438246
msp_0515,0.3745722357533489,-0.21850047085612023
msp_0516,-0.19971303369474583,0.11649926965526826
msp_0517,-0.45905262686510934,0.2677806990046472
msp_0518,-0.4702836054924245,0.27433210320391416
msp_0519,-0.33036244014253463,0.1927114234164786
msp_0520c,-0.25443266864734787,0.14841905671095293
msp_0521,0.7328877600501834,-0.42751786002927356
msp_0522,-0.8873797101279626,0.5176381642413116
msp_0523,-0.23970091968693358,0.13982553648404464
msp_0524,-0.7725752747381882,0.45066891026394323
msp_0525,-0.5622302318937674,0.32796763527136447
msp_0526,-0.6645990862218962,0.38768280029610613
msp_0527,-0.015460468170917332,0.009018606433035347
msp_0528,-0.5004666217111725,0.29193886266485053
msp_0529,0.5311393704488411,-0.3098312994284907
msp_0530,0.2751168032242469,-0.16048480188081088
msp_0531,-0.32018095364785487,0.18677222296124865
msp_0532,-0.4214427857119968,0.2458416249986649
msp_0533,0.3522286250994372,-0.20546669797467199
msp_0534,0.19381168267171336,-0.11305681489183282
msp_0535,0.8067313852449137,-0.4705933080595328
msp_0536,-0.694584849903439,0.40517449577700604
msp_0537,-0.6111194904114615,0.35648636940668593
msp_0538,0.6422764475072584,-0.37466126104590064
msp_0539,0.5370129880975296,-0.3132575763902257
msp_0540,0.45261297892492525,-0.2640242377062065
msp_0541,-0.53691221116003,0.3131987898433508
msp_0542,-0.899837145412814,0.5249050014908088
msp_0543c,-0.28271879000068006,0.16491929416706333
msp_0544c,0.5091733516764448,-0.29701778847792604
msp_0545,-0.7212695840115152,0.4207405906733838
msp_0546,-0.386490882451464,0.22545301476335386
msp_0547,-0.5595928672646341,0.32642917257103626
msp_0548,0.8223045673478074,-0.47967766428622083
msp_0549,0.8292455521652516,-0.4837265720963965
msp_0550,-0.4600929678910731,0.26838756460312596
msp_0551,-0.7275679255973607,0.42441462326512686
msp_0552,-0.7932444872818741,0.46272595091442653
msp_0553,0.37495417182729185,-0.21872326689925317
msp_0554,-0.7243376771258959,0.4225303116567727
msp_0555,-0.6257630867666623,0.36502846728055305
msp_0556,-0.5480639038369809,0.3197039439049054
msp_0557,-0.23177396067557904,0.1352014770607544
msp_0558,-0.3814898070139524,0.2225357207581389
msp_0559,0.3511944155267369,-0.20486340905726308
msp_0560,-0.7502054187848956,0.4376198276245224
msp_0561,0.8241816921835213,-0.48077265377372064
msp_0562,-0.5745187739378589,0.3351359514637511
msp_0563,-0.5781142144980652,0.3372332917905383
