	NW	W	region
msp_0247	0.33328633011750003	-0.19441702590187496	NW
msp_0248	0.4262635221039551	-0.24865372122730708	NW
msp_0249	-0.6525480409628217	0.380653023894979	W
msp_0250	-0.6811531613214142	0.3973393441041581	W
msp_0251	0.9075344489370009	-0.5293950952132507	NW
msp_0252	-0.6289330125593414	0.3668775906596157	W
msp_0253	-0.5555793350881193	0.32408794546806957	W
msp_0254	-0.7821764783450195	0.456269612367928	W
msp_0255	0.24004489607599666	-0.14002618937766473	NW
msp_0256	-0.3456988330223672	0.2016576525963807	W
msp_0257	0.8299482392769091	-0.4841364729115303	NW
msp_0258	-0.057582255088720044	0.033589648801752796	W
msp_0259	-0.5858984029670263	0.3417740683974317	W
msp_0260	-0.6864753127905953	0.40044393246118076	W
msp_0261	0.849388245536486	-0.49547647656295024	NW
msp_0262	0.3218930955663909	-0.18777097241372842	NW
msp_0263	0.09530623858028765	-0.05559530583850111	NW
msp_0264	0.9586765983052624	-0.5592280156780699	NW
msp_0265	0.1868245859890667	-0.10898100849362231	NW
msp_0266	-0.5614834703167896	0.3275320243514608	W
msp_0267	-0.5581612288447505	0.32559405015943793	W
msp_0268	-0.5543027309886625	0.32334325974338657	W
msp_0269	0.6513579683617338	-0.3799588148776781	NW
msp_0270	-0.6214571379093574	0.3625166637804588	W
msp_0271	-0.31544248276080783	0.18400811494380476	W
msp_0272	-0.46024563525141005	0.26847662056332244	W
msp_0273	1.1421763172225785	-0.6662695183798376	NW
msp_0274	-0.853716436314652	0.4980012545168804	W
msp_0275	0.8930912191518158	-0.5209698778385594	NW
msp_0276	-0.6773917155281339	0.39514516739141153	W
msp_0277	0.04826654686038317	-0.028155485668557034	NW
msp_0278	-0.7881865748271676	0.4597755019825145	W
msp_0279	-0.3592398959596606	0.20955660597646872	W
msp_0280	0.294279842451358	-0.17166324142995878	NW
msp_0281	0.6047596351987179	-0.3527764538659188	NW
msp_0282	0.1855107703200503	-0.1082146160200295	NW
msp_0285	-0.23071804451183223	0.13458552596523513	W
msp_0286	-0.6236323069995787	0.3637855124164208	W
msp_0287	-0.5591970428020281	0.3261982749678499	W
msp_0288	-0.6675218839197719	0.3893877656198666	W
msp_0289	-0.28370137162359443	0.1654924667804301	W
msp_0290	-0.5475795793158433	0.3194214212675752	W
msp_0291	-0.6294626761342551	0.3671865610783156	W
msp_0292	-0.6782095678389881	0.3956222479060765	W
msp_0293	-0.4677941768645674	0.272879936504331	W
msp_0294	0.09476271979033468	-0.05527825321102851	NW
msp_0295	-0.4609220572052262	0.26887120003638215	W
msp_0296	-0.5617591107240997	0.32769281458905813	W
msp_0297	-0.5498044167279253	0.32071924309129	W
msp_0298	0.6424027740367831	-0.37473495152145647	NW
msp_0299	-0.5947666864945503	0.3469472337884876	W
msp_0300	0.7742757237637414	-0.4516608388621826	NW
msp_0301	0.0706045518031515	-0.04118598855183827	NW
msp_0302	0.22864246802585234	-0.1333747730150805	NW
msp_0303	-0.7560829696429684	0.44104839895839815	W
msp_0304	0.5414078673063034	-0.3158212559286769	NW
msp_0305	-0.8622554575525413	0.5029823502389824	W
msp_0306	-0.006505347543689588	0.0037947860671521763	W
msp_0307	-0.5163066217881277	0.30117886270974065	W
msp_0308	-0.7055899688280753	0.41159414848304393	W
msp_0309	-0.3901404042950274	0.22758190250543264	W
msp_0310	-0.5586470537543239	0.32587744802335566	W
msp_0311	0.4110041557097852	-0.2397524241640415	NW
msp_0312	0.31787358050103764	-0.1854262552922722	NW
msp_0313	-0.4423532994456697	0.2580394246766406	W
msp_0314	-0.823884864561007	0.4805995043272542	W
msp_0315	-0.8104625957239815	0.4727698475056556	W
msp_0316	-0.5108666462660627	0.29800554365520343	W
msp_0317	-0.6404821897379955	0.37361461068049723	W
msp_0318	-0.24092074050236637	0.14053709862638028	W
msp_0319	0.739440628484291	-0.43134036661583647	NW
msp_0320	-0.523361354846121	0.3052941236602374	W
msp_0321	-0.3444613784471082	0.20093580409414655	W
msp_0322	0.6016228774533162	-0.3509466785144347	NW
msp_0323	-0.337513342358844	0.1968827830426588	W
msp_0324	-0.7103471599940041	0.41436917666316914	W
msp_0325	-0.5553679742883664	0.32396465166821403	W
msp_0326	-0.24672430462871558	0.14392251103341744	W
msp_0327	0.6337131856278235	-0.36966602494956374	NW
msp_0328	-0.5338436092519125	0.31140877206361584	W
msp_0329	-0.2854457975554006	0.1665100485739837	W
msp_0330	0.531221855745972	-0.30987941585181683	NW
msp_0331	-0.9435049890367131	0.550377910271416	W
msp_0332	0.6002470909585368	-0.3501441363924797	NW
msp_0333	0.9334998956698136	-0.5445416058073912	NW
msp_0334	-0.7112057512032577	0.41487002153523383	W
msp_0335	-0.8135259592106812	0.4745568095395642	W
msp_0336	-0.3170444179517582	0.18494257713852555	W
msp_0337	-0.5276535622585264	0.30779791131747386	W
msp_0338	-0.31190803820312485	0.18194635561848946	W
msp_0339	1.0204648997814547	-0.5952711915391818	NW
msp_0340	-0.9440088499247663	0.5506718291227802	W
msp_0341	-0.5025347178850103	0.2931452520995893	W
msp_0342	-0.7074588838621185	0.41268434891956884	W
msp_0343	0.4759794301027629	-0.27765466755994495	NW
msp_0344	0.314116208491083	-0.18323445495313173	NW
msp_0345	0.8840998098652809	-0.5157248890880807	NW
msp_0346	-0.3739856254771059	0.2181582815283112	W
msp_0347	-0.49374160803242184	0.28801593801891284	W
msp_0348	0.6351719413496589	-0.37051696578730114	NW
msp_0349	-0.3089853731133448	0.18024146764945104	W
msp_0350	-0.4039842431777737	0.23565747518703475	W
msp_0351	-0.5443829249294782	0.3175567062088624	W
msp_0352	0.33117942140187034	-0.19318799581775772	NW
msp_0353	-0.5160971247500756	0.3010566561042109	W
msp_0354	0.5921970028506683	-0.34544825166288984	NW
msp_0355	-0.41261033166630423	0.24068936013867748	W
msp_0356	-0.6040567589152721	0.3523664427005753	W
msp_0357	-0.918739140824066	0.5359311654807052	W
msp_0358	-0.6435925054610238	0.37542896151893035	W
msp_0359	0.46106948407078996	-0.26895719904129406	NW
msp_0360	-0.7545759929406869	0.44016932921540103	W
msp_0361	0.947830859135337	-0.5529013344956131	NW
msp_0362	-0.5464610685739661	0.31876895666814725	W
msp_0363	-0.11064847646507214	0.06454494460462536	W
msp_0364	-0.5968931860323802	0.3481876918522216	W
msp_0365	-0.7803811398961448	0.45522233160608444	W
msp_0366	0.3721440504213521	-0.21708402941245528	NW
msp_0367	0.4424687052020672	-0.2581067447012058	NW
msp_0368c	-0.2786061234417621	0.1625202386743613	W
msp_0369	0.21607328586773203	-0.1260427500895105	NW
msp_0370	-0.8707609980434946	0.507943915525372	W
msp_0371	0.6636173900093786	-0.3871101441721376	NW
msp_0372	-0.664266199742687	0.38748861651656746	W
msp_0373	0.806556729921885	-0.47049142578776637	NW
msp_0374	-0.5656593213790069	0.3299679374710874	W
msp_0375	-0.7891698861078934	0.4603491002296041	W
msp_0376	-0.23626562125618972	0.13782161239944402	W
msp_0377	-0.450357014772584	0.2627082586173407	W
msp_0378	-0.8082046965256762	0.47145273963997764	W
msp_0379	-0.7872148752019845	0.45920867720115766	W
msp_0380	-0.6257191314892097	0.3650028267020388	W
msp_0381	0.19450448530898506	-0.11346094976357486	NW
msp_0382	-0.701634601524696	0.40928685088940586	W
msp_0383	0.32272946173767514	-0.18825885268031062	NW
msp_0384	-0.4808543464976244	0.28049836879028106	W
msp_0385	-0.641385110944732	0.37414131471776035	W
msp_0386	-0.5006526356682741	0.2920473708064932	W
msp_0387	0.5736806947964311	-0.3346470719645848	NW
msp_0388	-0.2817856106794043	0.1643749395629859	W
msp_0389	-0.5850602927179507	0.34128517075213805	W
msp_0390	-0.29352504980256927	0.1712229457181654	W
msp_0391	-0.6577798881857163	0.38370493477500106	W
msp_0392	0.3445794521689734	-0.20100468043190112	NW
msp_0393	0.08651444216611093	-0.05046675793023132	NW
msp_0394	-0.36567892443964173	0.21331270592312443	W
msp_0395	0.6678559587494954	-0.3895826426038724	NW
msp_0396	-0.4952124411213975	0.288873923987482	W
msp_0397	-0.36653695648214707	0.21381322461458563	W
msp_0398	0.0980160606829974	-0.057176035398415155	NW
msp_0399	0.5092024601475371	-0.2970347684193965	NW
msp_0400	-0.6127542971522058	0.3574400066721201	W
msp_0401	-0.7636687245071164	0.4454734226291513	W
msp_0402	-0.7146173203820575	0.4168601035562001	W
msp_0403	-0.26852674658090975	0.15664060217219736	W
msp_0404	-0.2573785778063679	0.15013750372038137	W
msp_0405	-0.6027046669515507	0.3515777223884047	W
msp_0406	-0.29772126756452666	0.17367073941264047	W
msp_0407	-0.02568131300755578	0.014980765921074118	W
msp_0408	-0.26522311219711897	0.15471348211498612	W
msp_0409	-0.2787587871190814	0.16260929248613076	W
msp_0410	-0.5946795348609543	0.3468963953355566	W
msp_0411	-0.5631105094206302	0.3284811304953678	W
msp_0412	-0.7692238092797749	0.44871388874653534	W
msp_0413	-0.39599159889161634	0.23099509935344298	W
msp_0414	0.6266048499154409	-0.3655194957840073	NW
msp_0415	-0.3072490357975302	0.1792286042152259	W
msp_0416	0.7396857950695457	-0.43148338045723517	NW
msp_0417	-0.606605778749345	0.3538533709371179	W
msp_0418	0.41934471797737116	-0.24461775215346634	NW
msp_0419	-0.20757829072686265	0.12108733625733671	W
msp_0420	0.8931042007938971	-0.5209774504631067	NW
msp_0421	-0.6595916484468953	0.3847617949273557	W
msp_0422	0.19583074339459045	-0.11423460031351113	NW
msp_0423	-0.6144063699279751	0.3584037157913191	W
msp_0424	0.03134481462263545	-0.01828447519653741	NW
msp_0425	-0.898648024029192	0.5242113473503619	W
msp_0426	1.140880182902003	-0.6655134400261685	NW
msp_0427	0.536303090832295	-0.31284346965217213	NW
msp_0428	-0.42900397949353153	0.25025232137122666	W
msp_0429	-0.6447310991862372	0.37609314119197174	W
msp_0430	-0.5302748314724937	0.30932698502562134	W
msp_0431	-0.6965723757150271	0.40633388583376595	W
msp_0432	-0.4616415315696081	0.2692908934156047	W
msp_0433	0.39657232768743217	-0.23133385781766877	NW
msp_0434	-0.3666058967370596	0.21385343976328486	W
msp_0435	-0.8092992369618549	0.4720912215610819	W
msp_0436	-0.7096594896561067	0.4139680356327294	W
msp_0437c	-0.2752483131962567	0.16056151603114988	W
msp_0438	-0.3088857805624107	0.18018337199473952	W
msp_0439	-0.4635721079655963	0.27041706297993123	W
msp_0440	-0.6352834044069898	0.37058198590407754	W
msp_0441	0.5494072068457652	-0.3204875373266965	NW
msp_0442	-0.7626475208900246	0.4448777205191811	W
msp_0443	-0.15474237762378212	0.09026638694720633	W
msp_0444	0.5111992428435712	-0.2981995583254166	NW
msp_0445	-0.5070446689577872	0.2957760568920424	W
msp_0446c	-0.5361027084190182	0.3127265799110939	W
msp_0447	0.5280240223290269	-0.30801401302526543	NW
msp_0448	-0.8827765329703327	0.5149529775660274	W
msp_0449	-0.5857474776763131	0.3416860286445156	W
msp_0450	0.4026049779544222	-0.23485290380674637	NW
msp_0451	0.83575253028257	-0.4875223093314991	NW
msp_0452	0.7872599380355566	-0.4592349638540745	NW
msp_0453	0.554257204135476	-0.32331670241236093	NW
msp_0454	0.4480964970573521	-0.2613896232834553	NW
msp_0455	-0.6472520896722569	0.37756371897548296	W
msp_0456	0.32195200061981166	-0.18780533369489016	NW
msp_0457	0.2753938440849635	-0.1606464090495622	NW
msp_0458	0.51432001906067	-0.3000200111187243	NW
msp_0459	0.47126198092155924	-0.27490282220424295	NW
msp_0460	-0.4366003711148839	0.2546835498170154	W
msp_0461	0.7635634117671749	-0.4454119901975186	NW
msp_0462	-0.8918597625209443	0.5202515281372172	W
msp_0463	-0.7322002135074693	0.4271167912126907	W
msp_0464	-0.008804291310793808	0.005135836597963008	W
msp_0465	-0.3159012092213745	0.18427570537913496	W
msp_0466	0.37999865688214757	-0.22166588318125266	NW
msp_0467	-0.7023590448497805	0.40970944282903843	W
msp_0468	-0.9189566616179807	0.5360580526104893	W
msp_0469c	-0.45240804810482554	0.26390469472781486	W
msp_0470	-0.3404942220736296	0.1986216295429505	W
msp_0471	-0.9686437001806654	0.5650421584387215	W
msp_0472	-0.5307805570308942	0.309621991601355	W
msp_0473c	0.285252983920396	-0.1663975739535641	NW
msp_0474	-0.13903208886913895	0.08110205184033108	W
msp_0475	-0.6749110064420424	0.3936980870911912	W
msp_0476	-0.4606233933433983	0.26869697945031584	W
msp_0477	-0.4836742179579043	0.28214329380877784	W
msp_0478	-0.9267452268083034	0.5406013823048439	W
msp_0479	-0.7577360444025106	0.4420126925681312	W
msp_0480	0.8890413355256547	-0.5186074457232984	NW
msp_0481	0.19782442548274506	-0.11539758153160116	NW
msp_0482	0.45731588992673367	-0.26676760245726133	NW
msp_0483	-0.07050067938002531	0.04112539630501483	W
msp_0484	0.37471931585838775	-0.218586267584059	NW
msp_0485	-0.39894616168260655	0.23271859431485395	W
msp_0486	0.36274017048332713	-0.21159843278194115	NW
msp_0487	-0.8824198983743381	0.5147449407183637	W
msp_0488	0.20100666174392842	-0.11725388601729171	NW
msp_0489	-0.2501429043976415	0.14591669423195755	W
msp_0490	0.21898469425675135	-0.1277410716497714	NW
msp_0491	0.5405129097191855	-0.31529919733619166	NW
msp_0492	-0.6316357786892939	0.36845420423542147	W
msp_0493	0.6491428916230407	-0.3786666867801072	NW
msp_0494	0.4919233584377846	-0.2869552924220411	NW
msp_0495	-0.38452948448792207	0.22430886595128785	W
msp_0496	0.4185514742059517	-0.24415502662013852	NW
msp_0497	-0.3207590069704522	0.18710942073276382	W
msp_0498	0.8947883612510422	-0.5219598773964415	NW
msp_0499	0.6795935885152461	-0.3964295933005606	NW
msp_0500	-0.7645853869064355	0.44600814236208747	W
msp_0501	0.343623696274018	-0.20044715615984388	NW
msp_0502	-0.5241564693463754	0.3057579404520525	W
msp_0503	0.003417662177388544	-0.0019936362701433083	NW
msp_0504	0.8324518442521508	-0.48559690914708803	NW
msp_0505	-0.4788769814413825	0.27934490584080657	W
msp_0506	-0.14021630119920844	0.08179284236620485	W
msp_0507	-0.7108028834755818	0.41463501536075603	W
msp_0508	0.7954335785320745	-0.4640029208103768	NW
msp_0509	-0.6703097940407009	0.3910140465237419	W
msp_0510	-0.8082032175339268	0.47145187689479046	W
msp_0511	0.6547272161986114	-0.3819242094491901	NW
msp_0512	-0.4528846548428274	0.2641827153249827	W
msp_0513	0.7102935363431068	-0.41433789620014555	NW
msp_0514	0.45003538782854646	-0.26252064289998556	NW
msp_0515	0.3848363892002235	-0.22448789370013045	NW
