fig_564886.8.peg.107, kdsA, LPS biogenesis
fig_994601.8.peg.41, hypothetical, hypothetial
fig_1805959.6.peg.27, cell surface antigen
fig_1357712.6.peg.74, prs
fig_1357712.6.peg.75, nitroreductase
fig_1357712.6.peg.3
fig_1289600.7.peg.6
fig_1357712.6.peg.78
fig_1334245.6.peg.68
fig_1334246.6.peg.111
fig_1905713.5.peg.54
fig_
