,values,ind
5080,DRS091091,ET-Prevotella
5081,ERS1066642,ET-Prevotella
5082,ERS1066651,ET-Prevotella
5083,ERS1066658,ET-Prevotella
5084,ERS1066680,ET-Prevotella
5085,ERS1066684,ET-Prevotella
5086,ERS1066707,ET-Prevotella
5087,ERS1066716,ET-Prevotella
5088,ERS1190884,ET-Prevotella
5089,ERS1190888,ET-Prevotella
5090,ERS1190902,ET-Prevotella
5091,ERS1190921,ET-Prevotella
5092,ERS1190925,ET-Prevotella
5093,ERS1190933,ET-Prevotella
5094,ERS1190947,ET-Prevotella
5095,ERS1190949,ET-Prevotella
5096,ERS1343364,ET-Prevotella
5097,ERS1343387,ET-Prevotella
5098,ERS1343420,ET-Prevotella
5099,ERS1343429,ET-Prevotella
5100,ERS1343434,ET-Prevotella
5101,ERS1647316,ET-Prevotella
5102,ERS1647323,ET-Prevotella
5103,ERS1647277,ET-Prevotella
5104,ERS1647319,ET-Prevotella
5105,ERS1647321,ET-Prevotella
5106,ERS1647326,ET-Prevotella
5107,ERS1647306,ET-Prevotella
5108,ERS1647322,ET-Prevotella
5109,ERS235540,ET-Prevotella
5110,ERS235544,ET-Prevotella
5111,ERS235552,ET-Prevotella
5112,ERS235600,ET-Prevotella
5113,ERS1487529,ET-Prevotella
5114,ERS1487531,ET-Prevotella
5115,ERS1487532,ET-Prevotella
5116,ERS1487536,ET-Prevotella
5117,ERS1487537,ET-Prevotella
5118,ERS1487552,ET-Prevotella
5119,ERS1487557,ET-Prevotella
5120,ERS1487566,ET-Prevotella
5121,ERS006546,ET-Prevotella
5122,ERS006567,ET-Prevotella
5123,ERS006523,ET-Prevotella
5124,ERS006520,ET-Prevotella
5125,ERS006543,ET-Prevotella
5126,ERS006591,ET-Prevotella
5127,ERS006576,ET-Prevotella
5128,ERS006526,ET-Prevotella
5129,ERS006606,ET-Prevotella
5130,ERS1726343,ET-Prevotella
5131,ERS1726315,ET-Prevotella
5132,ERS1726321,ET-Prevotella
5133,ERS1726325,ET-Prevotella
5134,ERS1726327,ET-Prevotella
5135,ERS1726326,ET-Prevotella
5136,ERS1801409,ET-Prevotella
5137,ERS1801413,ET-Prevotella
5138,ERS1801419,ET-Prevotella
5139,ERS1801420,ET-Prevotella
5140,ERS1801234,ET-Prevotella
5141,ERS1801230,ET-Prevotella
5142,ERS1801165,ET-Prevotella
5143,ERS1801163,ET-Prevotella
5144,ERS1801160,ET-Prevotella
5145,ERS1801132,ET-Prevotella
5146,ERS1801118,ET-Prevotella
5147,ERS1801222,ET-Prevotella
5148,ERS1801178,ET-Prevotella
5149,ERS2637803,ET-Prevotella
5150,ERS2637804,ET-Prevotella
5151,ERS2637816,ET-Prevotella
5152,ERS2637817,ET-Prevotella
5153,ERS2637818,ET-Prevotella
5154,ERS2637842,ET-Prevotella
5155,ERS2637851,ET-Prevotella
5156,ERS2637857,ET-Prevotella
5157,ERS2637858,ET-Prevotella
5158,ERS2791373,ET-Prevotella
5159,ERS2791386,ET-Prevotella
5160,ERS2791387,ET-Prevotella
5161,ERS2791388,ET-Prevotella
5162,ERS2791389,ET-Prevotella
5163,ERS2791390,ET-Prevotella
5164,ERS2791391,ET-Prevotella
5165,ERS2791392,ET-Prevotella
5166,ERS2791393,ET-Prevotella
5167,ERS2791394,ET-Prevotella
5168,ERS2791395,ET-Prevotella
5169,ERS2791396,ET-Prevotella
5170,ERS2791397,ET-Prevotella
5171,ERS2791398,ET-Prevotella
5172,ERS2791399,ET-Prevotella
5173,ERS2791400,ET-Prevotella
5174,ERS2791401,ET-Prevotella
5175,ERS2791402,ET-Prevotella
5176,ERS2791403,ET-Prevotella
5177,ERS2791404,ET-Prevotella
5178,ERS2791405,ET-Prevotella
5179,ERS2791406,ET-Prevotella
5180,ERS2791407,ET-Prevotella
5181,ERS2791408,ET-Prevotella
5182,ERS2791409,ET-Prevotella
5183,ERS328721,ET-Prevotella
5184,ERS328724,ET-Prevotella
5185,ERS328744,ET-Prevotella
5186,ERS328745,ET-Prevotella
5187,ERS328746,ET-Prevotella
5188,ERS328748,ET-Prevotella
5189,ERS328760,ET-Prevotella
5190,ERS328766,ET-Prevotella
5191,ERS328767,ET-Prevotella
5192,ERS328769,ET-Prevotella
5193,ERS328777,ET-Prevotella
5194,ERS328792,ET-Prevotella
5195,ERS328798,ET-Prevotella
5196,ERS328805,ET-Prevotella
5197,ERS328810,ET-Prevotella
5198,ERS328817,ET-Prevotella
5199,ERS328822,ET-Prevotella
5200,ERS328833,ET-Prevotella
5201,ERS328843,ET-Prevotella
5202,ERS328845,ET-Prevotella
5203,ERS328850,ET-Prevotella
5204,ERS328851,ET-Prevotella
5205,ERS328854,ET-Prevotella
5206,ERS328856,ET-Prevotella
5207,ERS328864,ET-Prevotella
5208,ERS328865,ET-Prevotella
5209,ERS328867,ET-Prevotella
5210,ERS328876,ET-Prevotella
5211,ERS328877,ET-Prevotella
5212,ERS328878,ET-Prevotella
5213,ERS328887,ET-Prevotella
5214,ERS328895,ET-Prevotella
5215,ERS328901,ET-Prevotella
5216,ERS328909,ET-Prevotella
5217,ERS328917,ET-Prevotella
5218,ERS328918,ET-Prevotella
5219,ERS328925,ET-Prevotella
5220,ERS328931,ET-Prevotella
5221,ERS328936,ET-Prevotella
5222,ERS328938,ET-Prevotella
5223,ERS328940,ET-Prevotella
5224,ERS328945,ET-Prevotella
5225,ERS328946,ET-Prevotella
5226,ERS328949,ET-Prevotella
5227,ERS328950,ET-Prevotella
5228,ERS328953,ET-Prevotella
5229,ERS328954,ET-Prevotella
5230,ERS328963,ET-Prevotella
5231,ERS328970,ET-Prevotella
5232,ERS328972,ET-Prevotella
5233,ERS328976,ET-Prevotella
5234,ERS328977,ET-Prevotella
5235,ERS328978,ET-Prevotella
5236,ERS328979,ET-Prevotella
5237,ERS328985,ET-Prevotella
5238,ERS328996,ET-Prevotella
5239,ERS475150,ET-Prevotella
5240,ERS475151,ET-Prevotella
5241,ERS475161,ET-Prevotella
5242,ERS475181,ET-Prevotella
5243,ERS475207,ET-Prevotella
5244,ERS475220,ET-Prevotella
5245,ERS475256,ET-Prevotella
5246,ERS475258,ET-Prevotella
5247,ERS475261,ET-Prevotella
5248,ERS475273,ET-Prevotella
5249,ERS475329,ET-Prevotella
5250,ERS475343,ET-Prevotella
5251,ERS475383,ET-Prevotella
5252,ERS475152_ERS475153,ET-Prevotella
5253,ERS475215_ERS475216,ET-Prevotella
5254,ERS537195,ET-Prevotella
5255,ERS537220,ET-Prevotella
5256,ERS537239,ET-Prevotella
5257,ERS537244,ET-Prevotella
5258,ERS537270,ET-Prevotella
5259,ERS537282,ET-Prevotella
5260,ERS537289,ET-Prevotella
5261,ERS537309,ET-Prevotella
5262,ERS537313,ET-Prevotella
5263,ERS537316,ET-Prevotella
5264,ERS537333,ET-Prevotella
5265,ERS537341,ET-Prevotella
5266,ERS537343,ET-Prevotella
5267,ERS537347,ET-Prevotella
5268,ERS537349,ET-Prevotella
5269,ERS537372,ET-Prevotella
5270,ERS537390,ET-Prevotella
5271,ERS537399,ET-Prevotella
5272,ERS537401,ET-Prevotella
5273,ERS537403,ET-Prevotella
5274,ERS537405,ET-Prevotella
5275,ERS1424221,ET-Prevotella
5276,ERS1424227,ET-Prevotella
5277,ERS1424231,ET-Prevotella
5278,ERS1424239,ET-Prevotella
5279,ERS1424243,ET-Prevotella
5280,ERS1424345,ET-Prevotella
5281,ERS1424373,ET-Prevotella
5282,ERS1424390,ET-Prevotella
5283,SRS367849,ET-Prevotella
5284,SRS367850,ET-Prevotella
5285,SRS476077,ET-Prevotella
5286,SRS476141,ET-Prevotella
5287,SRS475627,ET-Prevotella
5288,SRS476092,ET-Prevotella
5289,SRS475694,ET-Prevotella
5290,SRS475575,ET-Prevotella
5291,SRS475534,ET-Prevotella
5292,SRS475698,ET-Prevotella
5293,SRS476104,ET-Prevotella
5294,SRS476142,ET-Prevotella
5295,SRS476198,ET-Prevotella
5296,SRS475549,ET-Prevotella
5297,SRS475586,ET-Prevotella
5298,SRS476273,ET-Prevotella
5299,SRS476128,ET-Prevotella
5300,SRS475537,ET-Prevotella
5301,SRS475545,ET-Prevotella
5302,SRS476083,ET-Prevotella
5303,SRS476192,ET-Prevotella
5304,SRS476098,ET-Prevotella
5305,SRS476155,ET-Prevotella
5306,SRS475664,ET-Prevotella
5307,SRS476191,ET-Prevotella
5308,SRS476187,ET-Prevotella
5309,SRS476274,ET-Prevotella
5310,SRS475621,ET-Prevotella
5311,SRS475933,ET-Prevotella
5312,SRS475667,ET-Prevotella
5313,SRS476144,ET-Prevotella
5314,SRS475702,ET-Prevotella
5315,SRS476154,ET-Prevotella
5316,SRS476306,ET-Prevotella
5317,SRS475613,ET-Prevotella
5318,SRS475666,ET-Prevotella
5319,SRS475662,ET-Prevotella
5320,SRS475594,ET-Prevotella
5321,SRS476020,ET-Prevotella
5322,SRS476121,ET-Prevotella
5323,SRS476114,ET-Prevotella
5324,SRS476182,ET-Prevotella
5325,SRS475705,ET-Prevotella
5326,SRS476125,ET-Prevotella
5327,SRS475998,ET-Prevotella
5328,SRS475981,ET-Prevotella
5329,SRS475703,ET-Prevotella
5330,SRS476035,ET-Prevotella
5331,SRS475651,ET-Prevotella
5332,SRS475994,ET-Prevotella
5333,SRS475987,ET-Prevotella
5334,SRS476094,ET-Prevotella
5335,SRS475624,ET-Prevotella
5336,SRS475567,ET-Prevotella
5337,SRS475993,ET-Prevotella
5338,SRS476302,ET-Prevotella
5339,SRS476519,ET-Prevotella
5340,SRS475546,ET-Prevotella
5341,SRS476108,ET-Prevotella
5342,SRS476050,ET-Prevotella
5343,SRS475958,ET-Prevotella
5344,SRS476293,ET-Prevotella
5345,SRS475682,ET-Prevotella
5346,SRS475658,ET-Prevotella
5347,SRS476019,ET-Prevotella
5348,SRS476097,ET-Prevotella
5349,SRS476164,ET-Prevotella
5350,SRS476269,ET-Prevotella
5351,SRS476153,ET-Prevotella
5352,SRS475541,ET-Prevotella
5353,SRS475684,ET-Prevotella
5354,SRS475989,ET-Prevotella
5355,SRS475539,ET-Prevotella
5356,SRS475967,ET-Prevotella
5357,SRS476262,ET-Prevotella
5358,SRS476120,ET-Prevotella
5359,SRS476100,ET-Prevotella
5360,SRS475690,ET-Prevotella
5361,SRS475673,ET-Prevotella
5362,SRS476143,ET-Prevotella
5363,SRS475598,ET-Prevotella
5364,SRS475920,ET-Prevotella
5365,SRS476205,ET-Prevotella
5366,SRS475929,ET-Prevotella
5367,SRS476015,ET-Prevotella
5368,SRS476070,ET-Prevotella
5369,SRS475692,ET-Prevotella
5370,SRS476430,ET-Prevotella
5371,SRS475944,ET-Prevotella
5372,SRS476058,ET-Prevotella
5373,SRS476021,ET-Prevotella
5374,SRS475566,ET-Prevotella
5375,SRS476188,ET-Prevotella
5376,SRS476169,ET-Prevotella
5377,SRS476034,ET-Prevotella
5378,SRS475931,ET-Prevotella
5379,SRS475578,ET-Prevotella
5380,SRS476163,ET-Prevotella
5381,SRS475565,ET-Prevotella
5382,SRS475924,ET-Prevotella
5383,SRS476213,ET-Prevotella
5384,SRS475611,ET-Prevotella
5385,SRS476159,ET-Prevotella
5386,SRS476291,ET-Prevotella
5387,SRS476184,ET-Prevotella
5388,SRS476119,ET-Prevotella
5389,SRS476270,ET-Prevotella
5390,SRS475695,ET-Prevotella
5391,SRS475631,ET-Prevotella
5392,SRS476139,ET-Prevotella
5393,SRS476014,ET-Prevotella
5394,SRS476489,ET-Prevotella
5395,SRS476095,ET-Prevotella
5396,SRS475990,ET-Prevotella
5397,SRS475997,ET-Prevotella
5398,SRS476278,ET-Prevotella
5399,SRS476280,ET-Prevotella
5400,SRS475604,ET-Prevotella
5401,SRS476295,ET-Prevotella
5402,SRS475986,ET-Prevotella
5403,SRS476276,ET-Prevotella
5404,SRS477428,ET-Prevotella
5405,SRS476326,ET-Prevotella
5406,SRS476296,ET-Prevotella
5407,SRS476096,ET-Prevotella
5408,SRS476518,ET-Prevotella
5409,SRS475709,ET-Prevotella
5410,SRS476287,ET-Prevotella
5411,SRS476189,ET-Prevotella
5412,SRS476147,ET-Prevotella
5413,SRS475572,ET-Prevotella
5414,SRS476277,ET-Prevotella
5415,SRS476051,ET-Prevotella
5416,SRS476271,ET-Prevotella
5417,SRS475962,ET-Prevotella
5418,SRS475925,ET-Prevotella
5419,SRS476183,ET-Prevotella
5420,SRS475612,ET-Prevotella
5421,SRS476101,ET-Prevotella
5422,SRS475648,ET-Prevotella
5423,SRS475625,ET-Prevotella
5424,SRS476037,ET-Prevotella
5425,SRS475722,ET-Prevotella
5426,SRS476076,ET-Prevotella
5427,SRS476160,ET-Prevotella
5428,SRS476106,ET-Prevotella
5429,SRS475568,ET-Prevotella
5430,SRS475585,ET-Prevotella
5431,SRS475626,ET-Prevotella
5432,SRS476148,ET-Prevotella
5433,SRS476794,ET-Prevotella
5434,SRS475630,ET-Prevotella
5435,SRS475968,ET-Prevotella
5436,SRS475540,ET-Prevotella
5437,SRS476195,ET-Prevotella
5438,SRS475689,ET-Prevotella
5439,SRS476267,ET-Prevotella
5440,SRS476103,ET-Prevotella
5441,SRS475701,ET-Prevotella
5442,SRS475542,ET-Prevotella
5443,SRS475980,ET-Prevotella
5444,SRS476167,ET-Prevotella
5445,SRS476211,ET-Prevotella
5446,SRS476001,ET-Prevotella
5447,SRS475936,ET-Prevotella
5448,SRS476328,ET-Prevotella
5449,SRS475723,ET-Prevotella
5450,SRS476185,ET-Prevotella
5451,SRS476173,ET-Prevotella
5452,SRS475984,ET-Prevotella
5453,SRS476290,ET-Prevotella
5454,SRS476166,ET-Prevotella
5455,SRS475953,ET-Prevotella
5456,SRS476342,ET-Prevotella
5457,SRS475979,ET-Prevotella
5458,SRS820576,ET-Prevotella
5459,SRS820577,ET-Prevotella
5460,SRS820578,ET-Prevotella
5461,SRS820572,ET-Prevotella
5462,SRS820573,ET-Prevotella
5463,SRS820575,ET-Prevotella
5464,SRS820574,ET-Prevotella
5465,SRS820579,ET-Prevotella
5466,SRS820580,ET-Prevotella
5467,SRS820581,ET-Prevotella
5468,SRS820582,ET-Prevotella
5469,SRS820583,ET-Prevotella
5470,SRS820587,ET-Prevotella
5471,SRS820606,ET-Prevotella
5472,SRS820607,ET-Prevotella
5473,SRS820608,ET-Prevotella
5474,SRS820610,ET-Prevotella
5475,SRS820614,ET-Prevotella
5476,SRS820611,ET-Prevotella
5477,SRS820612,ET-Prevotella
5478,SRS820613,ET-Prevotella
5479,SRS820616,ET-Prevotella
5480,SRS820615,ET-Prevotella
5481,SRS820617,ET-Prevotella
5482,SRS820618,ET-Prevotella
5483,SRS820619,ET-Prevotella
5484,SRS820620,ET-Prevotella
5485,SRS820621,ET-Prevotella
5486,SRS820622,ET-Prevotella
5487,SRS820623,ET-Prevotella
5488,SRS820624,ET-Prevotella
5489,SRS820625,ET-Prevotella
5490,SRS820626,ET-Prevotella
5491,SRS820627,ET-Prevotella
5492,SRS820628,ET-Prevotella
5493,SRS820629,ET-Prevotella
5494,SRS882224,ET-Prevotella
5495,SRS882242,ET-Prevotella
5496,SRS882244,ET-Prevotella
5497,SRS882245,ET-Prevotella
5498,SRS883017,ET-Prevotella
5499,SRS883018,ET-Prevotella
5500,SRS883019,ET-Prevotella
5501,SRS883020,ET-Prevotella
5502,SRS883021,ET-Prevotella
5503,SRS883022,ET-Prevotella
5504,SRS883023,ET-Prevotella
5505,SRS883024,ET-Prevotella
5506,SRS883025,ET-Prevotella
5507,SRS883026,ET-Prevotella
5508,SRS883027,ET-Prevotella
5509,SRS883028,ET-Prevotella
5510,SRS883029,ET-Prevotella
5511,SRS883030,ET-Prevotella
5512,SRS883031,ET-Prevotella
5513,SRS883032,ET-Prevotella
5514,SRS883034,ET-Prevotella
5515,SRS883035,ET-Prevotella
5516,SRS883036,ET-Prevotella
5517,SRS883037,ET-Prevotella
5518,SRS883038,ET-Prevotella
5519,SRS883039,ET-Prevotella
5520,SRS883040,ET-Prevotella
5521,SRS883042,ET-Prevotella
5522,SRS883043,ET-Prevotella
5523,SRS1369969,ET-Prevotella
5524,SRS1369968,ET-Prevotella
5525,SRS1369962,ET-Prevotella
5526,SRS1369985,ET-Prevotella
5527,SRS1369984,ET-Prevotella
5528,SRS1369975,ET-Prevotella
5529,SRS1369942,ET-Prevotella
5530,SRS1369974,ET-Prevotella
5531,SRS1369941,ET-Prevotella
5532,SRS1369940,ET-Prevotella
5533,SRS1369973,ET-Prevotella
5534,SRS1369937,ET-Prevotella
5535,SRS1369935,ET-Prevotella
5536,SRS1369970,ET-Prevotella
5537,SRS1369936,ET-Prevotella
5538,SRS1369934,ET-Prevotella
5539,SRS1369933,ET-Prevotella
5540,SRS1596768,ET-Prevotella
5541,SRS1596769,ET-Prevotella
5542,SRS1596770,ET-Prevotella
5543,SRS1596771,ET-Prevotella
5544,SRS1596772,ET-Prevotella
5545,SRS1596773,ET-Prevotella
5546,SRS1596774,ET-Prevotella
5547,SRS1596775,ET-Prevotella
5548,SRS1596776,ET-Prevotella
5549,SRS1596777,ET-Prevotella
5550,SRS1596778,ET-Prevotella
5551,SRS1596779,ET-Prevotella
5552,SRS1596780,ET-Prevotella
5553,SRS1596781,ET-Prevotella
5554,SRS1596782,ET-Prevotella
5555,SRS1596783,ET-Prevotella
5556,SRS1596784,ET-Prevotella
5557,SRS1596788,ET-Prevotella
5558,SRS1596786,ET-Prevotella
5559,SRS1596787,ET-Prevotella
5560,SRS1596789,ET-Prevotella
5561,SRS1596790,ET-Prevotella
5562,SRS1596791,ET-Prevotella
5563,SRS1596792,ET-Prevotella
5564,SRS1596793,ET-Prevotella
5565,SRS1596794,ET-Prevotella
5566,SRS1596795,ET-Prevotella
5567,SRS1596797,ET-Prevotella
5568,SRS1596796,ET-Prevotella
5569,SRS1596799,ET-Prevotella
5570,SRS1596801,ET-Prevotella
5571,SRS1596802,ET-Prevotella
5572,SRS1596803,ET-Prevotella
5573,SRS1596804,ET-Prevotella
5574,SRS1596805,ET-Prevotella
5575,SRS1596806,ET-Prevotella
5576,SRS1596807,ET-Prevotella
5577,SRS1596808,ET-Prevotella
5578,SRS1596810,ET-Prevotella
5579,SRS1596809,ET-Prevotella
5580,SRS1596811,ET-Prevotella
5581,SRS1596813,ET-Prevotella
5582,SRS1596814,ET-Prevotella
5583,SRS1596815,ET-Prevotella
5584,SRS1596816,ET-Prevotella
5585,SRS1596817,ET-Prevotella
5586,SRS1596818,ET-Prevotella
5587,SRS1596819,ET-Prevotella
5588,SRS1596820,ET-Prevotella
5589,SRS1596821,ET-Prevotella
5590,SRS1596822,ET-Prevotella
5591,SRS1596825,ET-Prevotella
5592,SRS1596823,ET-Prevotella
5593,SRS1596824,ET-Prevotella
5594,SRS1596826,ET-Prevotella
5595,SRS1596827,ET-Prevotella
5596,SRS1596828,ET-Prevotella
5597,SRS1596830,ET-Prevotella
5598,SRS1596831,ET-Prevotella
5599,SRS1596832,ET-Prevotella
5600,SRS1596837,ET-Prevotella
5601,SRS1596841,ET-Prevotella
5602,SRS1596840,ET-Prevotella
5603,SRS1596842,ET-Prevotella
5604,SRS1596843,ET-Prevotella
5605,SRS1596844,ET-Prevotella
5606,SRS1596845,ET-Prevotella
5607,SRS1596847,ET-Prevotella
5608,SRS1596849,ET-Prevotella
5609,SRS1596851,ET-Prevotella
5610,SRS1596852,ET-Prevotella
5611,SRS1596854,ET-Prevotella
5612,SRS1596855,ET-Prevotella
5613,SRS1596856,ET-Prevotella
5614,SRS1596857,ET-Prevotella
5615,SRS1596859,ET-Prevotella
5616,SRS1596860,ET-Prevotella
5617,SRS1596861,ET-Prevotella
5618,SRS1596862,ET-Prevotella
5619,SRS1596863,ET-Prevotella
5620,SRS1596864,ET-Prevotella
5621,SRS1596865,ET-Prevotella
5622,SRS1596866,ET-Prevotella
5623,SRS1596867,ET-Prevotella
5624,SRS1596868,ET-Prevotella
5625,SRS1596870,ET-Prevotella
5626,SRS1596871,ET-Prevotella
5627,SRS1596872,ET-Prevotella
5628,SRS1596873,ET-Prevotella
5629,SRS1596874,ET-Prevotella
5630,SRS1596875,ET-Prevotella
5631,SRS1596876,ET-Prevotella
5632,SRS1596877,ET-Prevotella
5633,SRS1858587,ET-Prevotella
5634,SRS1858588,ET-Prevotella
5635,SRS1858592,ET-Prevotella
5636,SRS1858598,ET-Prevotella
5637,SRS1858599,ET-Prevotella
5638,SRS1858610,ET-Prevotella
5639,SRS1858611,ET-Prevotella
5640,SRS1858618,ET-Prevotella
5641,SRS1858619,ET-Prevotella
5642,SRS1858620,ET-Prevotella
5643,SRS1858629,ET-Prevotella
5644,SRS1858640,ET-Prevotella
5645,SRS1858647,ET-Prevotella
5646,SRS1858653,ET-Prevotella
5647,SRS1858663,ET-Prevotella
5648,SRS1858665,ET-Prevotella
5649,SRS1858669,ET-Prevotella
5650,SRS1858670,ET-Prevotella
5651,SRS1858674,ET-Prevotella
5652,SRS1858682,ET-Prevotella
5653,SRS1858683,ET-Prevotella
5654,SRS1858687,ET-Prevotella
5655,SRS1858689,ET-Prevotella
5656,SRS1858694,ET-Prevotella
5657,SRS1858700,ET-Prevotella
5658,SRS1858702,ET-Prevotella
5659,SRS1858715,ET-Prevotella
5660,SRS1858722,ET-Prevotella
5661,SRS1858723,ET-Prevotella
5662,26V3,ET-Prevotella
5663,27V1,ET-Prevotella
5664,27V3,ET-Prevotella
5665,27V5,ET-Prevotella
5666,29V5,ET-Prevotella
5667,31V3,ET-Prevotella
5668,31V5,ET-Prevotella
5669,3V1,ET-Prevotella
5670,3V3,ET-Prevotella
5671,43V3,ET-Prevotella
5672,3V5,ET-Prevotella
5673,44V5,ET-Prevotella
5674,3V6,ET-Prevotella
5675,43V1,ET-Prevotella
5676,51V5,ET-Prevotella
5677,12V3,ET-Prevotella
5678,12V1,ET-Prevotella
5679,12V5,ET-Prevotella
5680,15V3,ET-Prevotella
5681,15V1,ET-Prevotella
5682,15V5,ET-Prevotella
5683,21V5,ET-Prevotella
5684,SRS1993544,ET-Prevotella
5685,SRS1993551,ET-Prevotella
5686,SRS1993554,ET-Prevotella
5687,SRS1994027,ET-Prevotella
5688,SRS1997049,ET-Prevotella
5689,SRS1997051,ET-Prevotella
5690,SRS1997045,ET-Prevotella
5691,SRS1997029,ET-Prevotella
5692,SRS1997017,ET-Prevotella
5693,SRS1997014,ET-Prevotella
5694,SRS2058969,ET-Prevotella
5695,SRS2058980,ET-Prevotella
5696,SRS2058999,ET-Prevotella
5697,SRS2059003,ET-Prevotella
5698,SRS2059015,ET-Prevotella
5699,SRS2059024,ET-Prevotella
5700,SRS2059026,ET-Prevotella
5701,SRS2407648,ET-Prevotella
5702,SRS2407670,ET-Prevotella
5703,SRS2407671,ET-Prevotella
5704,SRS2407672,ET-Prevotella
5705,SRS2407675,ET-Prevotella
5706,SRS2407677,ET-Prevotella
5707,SRS2407678,ET-Prevotella
5708,SRS2407679,ET-Prevotella
5709,SRS2407680,ET-Prevotella
5710,SRS2407681,ET-Prevotella
5711,SRS2407684,ET-Prevotella
5712,SRS2407683,ET-Prevotella
5713,SRS2407685,ET-Prevotella
5714,SRS2407689,ET-Prevotella
5715,SRS2407692,ET-Prevotella
5716,SRS2407691,ET-Prevotella
5717,SRS2407693,ET-Prevotella
5718,SRS2407696,ET-Prevotella
5719,SRS2407695,ET-Prevotella
5720,SRS2407697,ET-Prevotella
5721,SRS2407698,ET-Prevotella
5722,SRS2407699,ET-Prevotella
5723,SRS2407702,ET-Prevotella
5724,SRS2407703,ET-Prevotella
5725,SRS2407704,ET-Prevotella
5726,SRS2407705,ET-Prevotella
5727,SRS2407706,ET-Prevotella
5728,SRS2407708,ET-Prevotella
5729,SRS2407710,ET-Prevotella
5730,SRS2407711,ET-Prevotella
5731,SRS2407713,ET-Prevotella
5732,SRS2407714,ET-Prevotella
5733,SRS2407715,ET-Prevotella
5734,SRS2407716,ET-Prevotella
5735,SRS2407718,ET-Prevotella
5736,SRS2407722,ET-Prevotella
5737,SRS2407721,ET-Prevotella
5738,SRS2407723,ET-Prevotella
5739,SRS2407724,ET-Prevotella
5740,SRS2407725,ET-Prevotella
5741,SRS2407726,ET-Prevotella
5742,SRS2407728,ET-Prevotella
5743,SRS2407727,ET-Prevotella
5744,SRS2407730,ET-Prevotella
5745,SRS2407735,ET-Prevotella
5746,SRS2407736,ET-Prevotella
5747,SRS2407738,ET-Prevotella
5748,SRS2407739,ET-Prevotella
5749,SRS2407742,ET-Prevotella
5750,SRS2407744,ET-Prevotella
5751,SRS2407745,ET-Prevotella
5752,SRS2407746,ET-Prevotella
5753,SRS2407747,ET-Prevotella
5754,SRS2407749,ET-Prevotella
5755,SRS2407752,ET-Prevotella
5756,SRS2407758,ET-Prevotella
5757,SRS2407754,ET-Prevotella
5758,SRS2407755,ET-Prevotella
5759,SRS2407759,ET-Prevotella
5760,SRS2407762,ET-Prevotella
5761,SRS2407764,ET-Prevotella
5762,SRS2407765,ET-Prevotella
5763,SRS2407770,ET-Prevotella
5764,SRS2407768,ET-Prevotella
5765,SRS2407766,ET-Prevotella
5766,SRS2407772,ET-Prevotella
5767,SRS2407776,ET-Prevotella
5768,SRS2407775,ET-Prevotella
5769,SRS2407777,ET-Prevotella
5770,SRS333670,ET-Prevotella
5771,SRS259478,ET-Prevotella
5772,SRS259484,ET-Prevotella
5773,SRS259487,ET-Prevotella
5774,SRS259498,ET-Prevotella
5775,SRS259519,ET-Prevotella
5776,SRS259548,ET-Prevotella
5777,SRS259565,ET-Prevotella
5778,SRS259573,ET-Prevotella
5779,SRS294819,ET-Prevotella
5780,SRS294832,ET-Prevotella
5781,SRS294838,ET-Prevotella
5782,SRS294844,ET-Prevotella
5783,SRS294846,ET-Prevotella
5784,SRS294886,ET-Prevotella
5785,SRS294887,ET-Prevotella
5786,SRS294888,ET-Prevotella
5787,SRS294892,ET-Prevotella
5788,SRS294894,ET-Prevotella
5789,SRS294900,ET-Prevotella
5790,SRS294908,ET-Prevotella
5791,SRS294911,ET-Prevotella
5792,SRS294916,ET-Prevotella
5793,SRS294919,ET-Prevotella
5794,SRS294920,ET-Prevotella
5795,SRS294924,ET-Prevotella
5796,SRS294927,ET-Prevotella
5797,SRS294928,ET-Prevotella
5798,SRS294934,ET-Prevotella
5799,SRS294938,ET-Prevotella
5800,SRS294972,ET-Prevotella
5801,SRS294993,ET-Prevotella
5802,SRS295003,ET-Prevotella
5803,SRS295020,ET-Prevotella
5804,SRS2872980,ET-Prevotella
5805,SRS2872979,ET-Prevotella
5806,SRS2872976,ET-Prevotella
5807,SRS2872983,ET-Prevotella
5808,SRS4444707,ET-Prevotella
5809,SRS4444706,ET-Prevotella
5810,SRS4444701,ET-Prevotella
5811,SRS4444694,ET-Prevotella
5812,SRS4444692,ET-Prevotella
5813,SRS4444681,ET-Prevotella
5814,SRS4444677,ET-Prevotella
5815,SRS4444675,ET-Prevotella
5816,SRS4444668,ET-Prevotella
5817,SRS4444666,ET-Prevotella
5818,SRS4444659,ET-Prevotella
5819,SRS4444657,ET-Prevotella
5820,SRS3104958,ET-Prevotella
5821,SRS3104938,ET-Prevotella
5822,SRS3104935,ET-Prevotella
5823,SRS3104928,ET-Prevotella
5824,SRS3104913,ET-Prevotella
5825,SRS3104904,ET-Prevotella
5826,SRS3104903,ET-Prevotella
5827,SRS3104900,ET-Prevotella
5828,SRS3104889,ET-Prevotella
5829,SRS3104862,ET-Prevotella
5830,SRS3104853,ET-Prevotella
5831,SRS3104835,ET-Prevotella
5832,SRS3638680,ET-Prevotella
5833,SRS3638679,ET-Prevotella
5834,SRS3638678,ET-Prevotella
5835,SRS3638676,ET-Prevotella
5836,SRS3638677,ET-Prevotella
5837,SRS3638675,ET-Prevotella
5838,SRS3638673,ET-Prevotella
