DATASET_HEATMAP
SEPARATOR COMMA
DATASET_LABEL example
COLOR #ff0000
DATA
msp_0610,-0.03370291097316264
msp_1156,-0.029456619390644687
msp_1244,-0.029087933557844062
msp_1234,-0.028164734312191998
msp_0041,-0.027126961847538357
msp_0467,-0.02665819561646738
msp_0005,-0.025733468838330203
msp_0570,-0.024098153952738507
msp_0010,-0.02351823812347038
msp_0086,-0.023159865501111473
msp_0044,-0.022978720688759897
msp_1177,-0.02194925660931514
msp_0024,-0.02186488842023482
msp_1127,-0.02029679656084416
msp_0212,-0.01967077984321892
msp_0874,-0.019428095383441993
msp_1543,-0.018670924546156157
msp_0471,-0.018375585088509876
msp_0271,-0.01803098199091151
msp_0105,-0.017993723147321037
msp_0153,-0.017972248086207766
msp_1327,-0.017554536449911985
msp_0014,-0.017484748185870848
msp_0317,-0.017195999746786917
msp_1060c,-0.017086107703435535
msp_1603c,-0.01681432523590184
msp_0313,-0.016768759669221315
msp_0541,-0.016668268195153907
msp_0647,-0.01656648307718019
msp_0172,-0.01624315606996562
msp_0712,-0.015473733749522035
msp_1325,-0.015437689680382094
msp_1193,-0.015255282567733577
msp_0058,-0.015220705700230338
msp_0613,-0.015198952387219914
msp_0103,-0.014799851279919354
msp_0545,-0.014505941821567224
msp_0053,-0.014145344123127268
msp_1356,-0.01413091287217697
msp_0012,-0.014008711728211398
msp_0147,-0.014006355539334886
msp_0331,-0.013933456965591572
msp_1461,-0.013932720137698367
msp_0763,-0.013303182840076321
msp_0009,-0.01326354038475368
msp_0109,-0.013231891447612457
msp_0585,-0.01322307885327461
msp_0303,-0.012979985986672892
msp_0196,-0.012793741283703098
msp_0213,-0.012747473554377293
msp_0811,-0.012383499389650705
msp_0522,-0.012365156006000858
msp_0314,-0.01225436006229256
msp_0032,-0.011992209461249187
msp_0148c,-0.011915339219659985
msp_0357,-0.011626634848013054
msp_0777,-0.011540721900069727
msp_0049,-0.011516125113717806
msp_0168,-0.011383431199845726
msp_1418c,-0.01102674234776235
msp_0884,-0.01099457759634225
msp_0408,-0.010947226175985524
msp_0025,-0.010774121250558173
msp_0360,-0.0107482967046399
msp_0315,-0.010404406594085067
msp_0844c,-0.009971087651667558
msp_0861,-0.009941880418451971
msp_0110,-0.00986053256381592
msp_1172,-0.00980135548859187
msp_0031,-0.009606401555680707
msp_0478,-0.009576818829623981
msp_0144,-0.009448586143503667
msp_0345,-0.00936607552497304
msp_0761,-0.009116565961124775
msp_0592,-0.009099168464117152
msp_0632,-0.008801519982912372
msp_0490,-0.008798733628414195
msp_0853c,-0.008662156624334002
msp_1315,-0.008607146535611737
msp_0364,-0.008584932124025646
msp_0126,-0.008361437008165499
msp_0841,-0.008350306311511749
msp_0205,-0.008084790107384669
msp_0594,-0.007968551923013897
msp_0477,-0.007897079284968432
msp_1385,-0.00786320684760825
msp_0977,-0.00782611527454415
msp_1492,-0.00782048297098874
msp_0521,-0.007677927257533808
msp_1012,-0.007489997179132168
msp_1562,-0.007428096764704875
msp_0707,-0.0074265489991397265
msp_1013,-0.0074184556558947465
msp_0583,-0.007380856127901842
msp_0524,-0.007350855540721334
msp_0398,-0.007080725607898712
msp_0385,-0.006986533959110249
msp_0512,-0.006957181630983359
msp_0509,-0.006950282002131371
msp_0792,-0.006949481686379557
msp_1558,-0.006864805821506122
msp_1531c,-0.006842764049260418
msp_0552,-0.006813673273084623
msp_0831,-0.006726814298801404
msp_0553,-0.006707300855159365
msp_0290,-0.006663901771929806
msp_1032,-0.0066561581934307616
msp_0970,-0.006623353415170571
msp_0056,-0.006515461300101237
msp_0003,-0.0064674032740262635
msp_0879,-0.006447043164117047
msp_0297,-0.006434505144029312
msp_0304,-0.00630278586538033
msp_0018,-0.006251927904866575
msp_1001,-0.006132334227839694
msp_0942,-0.006058516124709759
msp_0800,-0.006056855864709117
msp_0616,-0.006026926157475786
msp_0441,-0.005965630947641587
msp_1329,-0.005943755451034672
msp_1173c,-0.005923005623751849
msp_0112,-0.0058949485373964924
msp_0883,-0.005865385057564532
msp_0335,-0.0058454902828016676
msp_0737,-0.005809119025440748
msp_0054,-0.0057785862050184645
msp_0627,-0.005654234021189691
msp_0186,-0.005631937529591021
msp_0162,-0.005562006201793828
msp_0340,-0.0055538831536364915
msp_0192,-0.005544009575324037
msp_0246,-0.005540384865914726
msp_0510,-0.005469330910142035
msp_1282,-0.0054147314031081275
msp_1600,-0.005373563792116916
msp_0766,-0.00527956721861883
msp_1238,-0.005223738895871007
msp_0347,-0.005219172674000383
msp_0280,-0.005169240637077128
msp_1142,-0.005125570336374648
msp_0976,-0.005110210694128836
msp_0908,-0.005061559584779622
msp_1381,-0.00504880257905427
msp_0560,-0.0050387660396687415
msp_1748,-0.0050088228039229426
msp_1311,-0.004974422541703081
msp_1453,-0.004943790306661076
msp_0047,-0.00494372737393643
msp_0286,-0.0049032649218540975
msp_0442,-0.004768774028671437
msp_1025,-0.004739703056890829
msp_1723,-0.004712792266674192
msp_0195,-0.004710483577238397
msp_0033,-0.004646738153472834
msp_0832,-0.0046428395875507825
msp_0435,-0.004635542231220465
msp_0020,-0.004608655259588508
msp_0121,-0.00451922789126332
msp_0426,-0.0045101717500848305
msp_0740,-0.0044709615086699125
msp_0488,-0.00446044234027728
msp_0204,-0.004446653383225225
msp_1515,-0.004444328770478889
msp_1124,-0.004442108880107201
msp_0634,-0.004438124288273856
msp_0781,-0.004414339383504736
msp_0447,-0.004382596546630728
msp_0222,-0.004343943282037965
msp_0798,-0.004299138804457955
msp_0111,-0.004295640964378856
msp_0715c,-0.004283404995057151
msp_0529,-0.004244886831978356
msp_0282,-0.0041962254477603935
msp_0462,-0.00419345932360735
msp_1361,-0.004192978077555289
msp_0626,-0.004178746099440558
msp_0170,-0.004173637596319007
msp_1581,-0.004087106484452202
msp_0037,-0.004083566900009112
msp_1125,-0.004053388598490695
msp_0090,-0.004040314973342339
msp_0370,-0.004030553540124739
msp_1465,-0.0040018895993789655
msp_0602c,-0.003983576431715523
msp_0932,-0.003982963256771089
msp_1664,-0.003974574366569909
msp_0837,-0.003973842678593604
msp_0352,-0.00396495775368181
msp_1191c,-0.0039289138173113965
msp_0312,-0.003906956242381927
msp_1034,-0.003895935428257823
